human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
PATE4,Pate4,2,2,4,0,0,0
PATJ,Patj,2,-3,-1,3.252427,0,0
PATL1,Patl1,9,-6,3,4.223301,0,0
PATL2,Patl2,9,-6,3,0,0,0
PATZ1,Patz1,-14,-5,-19,1.553398,0,0
PAWR,Pawr,4,10,14,3.84466,0,0
PAX1,Pax1,-4,-5,-9,0,0,0
PAX2,Pax2,2,-2,0,16.475728,0,0
PAX3,Pax3,3,-8,-5,0,0,0
PAX4,Pax4,2,2,4,0,0,0
PAX5,Pax5,7,3,10,0,0,0
PAX6,Pax6,6,-6,0,1.106796,0,0
PAX7,Pax7,4,-1,3,0,0,0
PAX8,Pax8,-6,-2,-8,89.398058,64.458333,0
PAX9,Pax9,1,-3,-2,6.980583,0,0
PAXBP1,Paxbp1,4,-4,0,15.417476,0,0
PAXIP1,Paxip1,-4,-5,-9,7.368932,0,0
PAXX,Paxx,0,-2,-2,1.126214,0,0
PBDC1,Pbdc1,-11,-3,-14,0,0,0
PBK,Pbk,2,-16,-14,5.524272,0,0
PBRM1,Pbrm1,8,-7,1,16.592233,0,0
PBX1,Pbx1,2,2,4,0,0,0
PBX2,Pbx2,7,-4,3,2.242718,0,0
PBX3,Pbx3,12,-4,8,16.330097,0,0
PBX4,Pbx4,0,-7,-7,39.524272,0,0
PBXIP1,Pbxip1,5,-4,1,0,0,0
PCARE,Pcare,4,-6,-2,0,0,0
PCBD1,Pcbd1,8,8,16,234.349515,143.125,184
PCBD2,Pcbd2,1,-13,-12,4.009709,0,0
PCBP1,Pcbp1,11,1,12,12.203883,0,0
PCBP2,Pcbp2,10,-6,4,18.553398,0,0
PCBP3,Pcbp3,1,-9,-8,0,0,0
PCBP4,Pcbp4,10,3,13,1.194175,0,0
PCCA,Pcca,1,-12,-11,2.359223,0,0
PCCB,Pccb,1,-7,-6,5.61165,0,0
PCDH1,Pcdh1,4,-2,2,6.941748,0,0
PCDH10,Pcdh10,10,-5,5,0,0,0
PCDH11X,Pcdh11x,-3,-1,-4,0,0,0
PCDH12,Pcdh12,5,-6,-1,0,0,0
PCDH15,Pcdh15,0,-3,-3,5.009709,0,0
PCDH17,Pcdh17,1,2,3,0,0,0
PCDH18,Pcdh18,-5,-6,-11,0,0,0
PCDH19,Pcdh19,10,-2,8,0,0,0
PCDH20,Pcdh20,2,0,2,0,0,0
PCDH7,Pcdh7,5,-1,4,0,0,0
PCDH8,Pcdh8,8,-3,5,0.834951,0,0
PCDH9,Pcdh9,5,-3,2,8.805825,0,0
PCDHA1,Pcdha1,5,2,7,0,0,0
PCDHA11,Pcdha11,6,6,12,0,0,0
PCDHA12,Pcdha12,2,-1,1,0,0,0
PCDHA2,Pcdha2,1,-9,-8,0,0,0
PCDHA3,Pcdha3,2,-4,-2,0,0,0
PCDHA4,Pcdha4,-2,3,1,0,0,0
PCDHA5,Pcdha5,3,-4,-1,0,0,0
PCDHA6,Pcdha6,2,-9,-7,0,0,0
PCDHA7,Pcdha7,1,-3,-2,0,0,0
PCDHA8,Pcdha8,5,-3,2,0,0,0
PCDHA9,Pcdha9,3,-1,2,0,0,0
PCDHAC1,Pcdhac1,4,-3,1,5.951456,0,0
PCDHAC2,Pcdhac2,4,0,4,6.436893,0,0
PCDHB1,Pcdhb1,-1,2,1,0,0,0
PCDHB10,Pcdhb10,2,2,4,0,0,0
PCDHB11,Pcdhb11,4,3,7,0,0,0
PCDHB12,Pcdhb12,-1,-5,-6,0,0,0
PCDHB13,Pcdhb13,-1,-2,-3,0,0,0
PCDHB14,Pcdhb14,10,2,12,3.747573,0,0
PCDHB15,Pcdhb15,-1,-1,-2,0,0,0
PCDHB16,Pcdhb16,-1,3,2,0,0,0
PCDHB2,Pcdhb2,8,-2,6,0,0,0
PCDHB3,Pcdhb3,2,2,4,0,0,0
PCDHB4,Pcdhb4,0,-3,-3,0,0,0
PCDHB5,Pcdhb5,4,-2,2,0,0,0
PCDHB6,Pcdhb6,-3,3,0,0,0,0
PCDHB7,Pcdhb7,-1,-1,-2,0,0,0
PCDHB8,Pcdhb8,1,-2,-1,0,0,0
PCDHB9,Pcdhb9,-2,-5,-7,0,0,0
PCDHGA1,Pcdhga1,15,-5,10,0,0,0
PCDHGA10,Pcdhga10,-1,3,2,0,0,0
PCDHGA11,Pcdhga11,7,0,7,0,0,0
PCDHGA12,Pcdhga12,5,-5,0,0,0,0
PCDHGA2,Pcdhga2,11,7,18,0,0,0
PCDHGA3,Pcdhga3,9,3,12,0,0,0
PCDHGA4,Pcdhga4,3,-4,-1,0,0,0
PCDHGA5,Pcdhga5,4,2,6,0,0,0
PCDHGA6,Pcdhga6,3,1,4,0,0,0
PCDHGA7,Pcdhga7,5,2,7,0,0,0
PCDHGA8,Pcdhga8,5,1,6,0,0,0
PCDHGA9,Pcdhga9,4,5,9,0,0,0
PCDHGB1,Pcdhgb1,5,1,6,0,0,0
PCDHGB2,Pcdhgb2,1,-1,0,0,0,0
PCDHGB4,Pcdhgb4,2,3,5,0,0,0
PCDHGB5,Pcdhgb5,7,6,13,0,0,0
PCDHGB6,Pcdhgb6,0,1,1,0,0,0
PCDHGB7,Pcdhgb7,7,2,9,0,0,0
PCDHGC3,Pcdhgc3,5,5,10,0,0,0
PCDHGC4,Pcdhgc4,13,-12,1,0,0,0
PCDHGC5,Pcdhgc5,2,2,4,0,0,0
PCED1A,Pced1a,12,-1,11,4.514563,0,0
PCED1B,Pced1b,-19,-3,-22,6.514563,0,0
PCF11,Pcf11,7,2,9,3.339806,0,0
PCGF1,Pcgf1,-1,-7,-8,16.194175,0,0
PCGF2,Pcgf2,12,1,13,27.320388,0,0
PCGF3,Pcgf3,3,-1,2,1.873786,0,0
PCGF5,Pcgf5,7,3,10,1.300971,0,0
PCGF6,Pcgf6,2,-4,-2,1.834951,0,0
PCID2,Pcid2,1,-2,-1,11.135922,0,0
PCIF1,Pcif1,-4,-3,-7,12.106796,0,0
PCK1,Pck1,40,8,48,11.174757,0,116
PCK2,Pck2,-1,4,3,5.281553,0,0
PCLAF,Pclaf,2,-12,-10,0,0,0
PCLO,Pclo,1,1,2,9.427184,0,0
PCM1,Pcm1,7,-6,1,26.165049,0,0
PCMT1,Pcmt1,6,-5,1,7.834951,0,0
PCMTD1,Pcmtd1,-5,-5,-10,3.31068,0,0
PCMTD2,Pcmtd2,2,-7,-5,8.592233,0,0
PCNA,Pcna,-2,0,-2,10.92233,0,0
PCNP,Pcnp,15,-3,12,9.854369,0,0
PCNT,Pcnt,5,-6,-1,1.31068,0,0
PCNX2,Pcnx2,12,-3,9,4.038835,0,0
PCNX3,Pcnx3,14,1,15,4.07767,0,0
PCNX4,Pcnx4,8,-1,7,44.961165,0,0
PCOLCE,Pcolce,-1,-3,-4,2.048544,0,0
PCOLCE2,Pcolce2,-1,-6,-7,4.417476,0,0
PCP2,Pcp2,9,-7,2,4.495146,0,0
PCP4,Pcp4,0,6,6,0,0,0
PCP4L1,Pcp4l1,13,3,16,0,0,0
PCSK1,Pcsk1,5,1,6,4.038835,0,0
PCSK1N,Pcsk1n,18,2,20,6.038835,0,0
PCSK2,Pcsk2,3,-3,0,0,0,0
PCSK4,Pcsk4,5,-10,-5,46.291262,0,0
PCSK5,Pcsk5,98,2,100,0,0,0
PCSK6,Pcsk6,4,-2,2,0,0,0
PCSK7,Pcsk7,10,-8,2,11.582524,0,0
PCSK9,Pcsk9,-17,1,-16,1.446602,0,0
PCTP,Pctp,4,-9,-5,16.68932,0,0
PCYOX1,Pcyox1,5,-5,0,12.504854,0,0
PCYOX1L,Pcyox1l,-5,-3,-8,14.699029,0,0
PCYT1A,Pcyt1a,9,-4,5,9.873786,0,0
PCYT1B,Pcyt1b,2,-3,-1,5.582524,0,0
PCYT2,Pcyt2,0,0,0,1.15534,0,0
PDAP1,Pdap1,11,-2,9,7.495146,0,0
PDC,Pdc,9,-5,4,0,0,0
PDCD1,Pdcd1,14,1,15,26.378641,0,0
PDCD10,Pdcd10,1,-7,-6,2.951456,0,0
PDCD11,Pdcd11,6,-1,5,0,0,0
PDCD1LG2,Pdcd1lg2,1,1,2,0,0,0
PDCD2,Pdcd2,-2,4,2,10.825243,0,0
PDCD2L,Pdcd2l,-3,-1,-4,2.990291,0,0
PDCD4,Pdcd4,5,-9,-4,4.902913,0,0
PDCD5,Pdcd5,6,-8,-2,3.213592,0,0
PDCD6,Pdcd6,11,-4,7,34.699029,0,0
PDCD6IP,Pdcd6ip,5,-1,4,6.825243,0,0
PDCD7,Pdcd7,0,-3,-3,2.563107,0,0
PDCL,Pdcl,5,-2,3,0.932039,0,0
PDCL2,Pdcl2,4,-9,-5,0,0,0
PDCL3,Pdcl3,0,1,1,2.84466,0,0
PDE10A,Pde10a,4,-1,3,0.854369,0,0
PDE11A,Pde11a,2,6,8,13.194175,0,0
PDE12,Pde12,6,-1,5,5.271845,0,0
PDE1A,Pde1a,1,-8,-7,0,0,0
PDE1B,Pde1b,8,-1,7,0,0,0
PDE1C,Pde1c,17,-7,10,0,0,0
PDE2A,Pde2a,36,7,43,2.145631,0,0
PDE3A,Pde3a,0,3,3,2.378641,0,0
PDE3B,Pde3b,6,3,9,3.650485,0,0
PDE4A,Pde4a,7,-11,-4,89.23301,0,0
PDE4B,Pde4b,1,-3,-2,0,0,0
PDE4C,Pde4c,5,4,9,5.38835,0,0
PDE4D,Pde4d,3,-3,0,1.291262,0,0
PDE4DIP,Pde4dip,14,-8,6,13.699029,0,0
PDE5A,Pde5a,7,-5,2,2.864078,0,0
PDE6A,Pde6a,4,3,7,0,0,0
PDE6B,Pde6b,5,-3,2,0,0,0
PDE6C,Pde6c,2,-3,-1,0,0,0
PDE6D,Pde6d,16,-7,9,24.776699,0,0
PDE6G,Pde6g,34,11,45,42.359223,0,0
PDE6H,Pde6h,0,-15,-15,1.84466,0,0
PDE7A,Pde7a,3,-2,1,6.786408,0,0
PDE7B,Pde7b,1,-2,-1,0,0,0
PDE8A,Pde8a,4,-5,-1,16.203883,0,0
PDE8B,Pde8b,-6,-5,-11,2.941748,0,0
PDE9A,Pde9a,3,-1,2,0,0,0
PDF,Pdf,0,4,4,7.009709,0,0
PDGFA,Pdgfa,3,0,3,0,0,0
PDGFB,Pdgfb,-1,1,0,0,0,0
PDGFC,Pdgfc,3,-2,1,0,0,0
PDGFD,Pdgfd,-1,0,-1,0,0,0
PDGFRA,Pdgfra,5,2,7,1.640777,0,0
PDGFRB,Pdgfrb,-3,0,-3,0,0,0
PDGFRL,Pdgfrl,-2,-4,-6,2.961165,0,0
PDHA1,Pdha1,1,-6,-5,2.796117,0,0
PDHA2,Pdha2,0,-1,-1,0,0,0
PDHB,Pdhb,-1,-3,-4,6.621359,0,0
PDHX,Pdhx,5,-2,3,8.553398,0,0
PDIA2,Pdia2,19,-10,9,0,0,0
PDIA3,Pdia3,7,2,9,6.815534,0,0
PDIA4,Pdia4,11,-3,8,5.184466,0,0
PDIA5,Pdia5,-2,-14,-16,12.427184,4.708333,0
PDIA6,Pdia6,10,-6,4,27.776699,0,0
PDIK1L,Pdik1l,-14,-7,-21,4.660194,0,0
PDILT,Pdilt,15,-6,9,0,0,0
PDK1,Pdk1,-5,0,-5,11.902913,0,0
PDK2,Pdk2,3,-8,-5,2.961165,0,0
PDK3,Pdk3,6,-2,4,3.582524,0,0
PDK4,Pdk4,7,12,19,0.951456,0,0
PDLIM1,Pdlim1,5,-5,0,2.563107,0,0
PDLIM2,Pdlim2,6,2,8,0,0,0
PDLIM3,Pdlim3,4,4,8,1.84466,0,0
PDLIM4,Pdlim4,7,5,12,7.485437,0,0
PDLIM5,Pdlim5,17,-1,16,5,0,0
PDLIM7,Pdlim7,5,-5,0,1.126214,0,0
PDP1,Pdp1,8,-9,-1,6.669903,0,0
PDP2,Pdp2,4,-1,3,2.23301,0,0
PDPK1,Pdpk1,8,-5,3,6.495146,0,0
PDPN,Pdpn,5,2,7,0,0,0
PDPR,Pdpr,7,-7,0,8.262136,0,0
PDRG1,Pdrg1,7,1,8,8.07767,0,0
PDS5A,Pds5a,6,-2,4,3.902913,0,0
PDS5B,Pds5b,3,-4,-1,2.990291,0,0
PDSS1,Pdss1,4,-3,1,6.92233,0,0
PDSS2,Pdss2,4,-5,-1,2.621359,0,0
PDX1,Pdx1,0,1,1,0,0,0
PDXDC1,Pdxdc1,9,-2,7,14.262136,4.083333,0
PDXK,Pdxk,7,-2,5,2.087379,0,0
PDXP,Pdxp,2,-2,0,3.737864,0,0
PDYN,Pdyn,7,4,11,0,0,0
PDZD11,Pdzd11,-1,0,-1,4.145631,0,0
PDZD2,Pdzd2,6,-1,5,0.951456,0,0
PDZD4,Pdzd4,13,-7,6,0,0,0
PDZD7,Pdzd7,12,-4,8,0.825243,0,0
PDZD8,Pdzd8,3,-1,2,0,0,0
PDZD9,Pdzd9,8,-6,2,0,0,0
PDZK1,Pdzk1,37,-1,36,55.067961,0,0
PDZK1IP1,Pdzk1ip1,5,-6,-1,0,0,0
PDZRN3,Pdzrn3,10,4,14,8.330097,0,0
PDZRN4,Pdzrn4,1,-3,-2,0,0,0
PEAK1,Peak1,3,-5,-2,2.368932,0,0
PEAR1,Pear1,-1,-4,-5,0,0,0
PEBP1,Pebp1,5,-5,0,6.407767,0,0
PEBP4,Pebp4,10,-4,6,0,0,0
PECAM1,Pecam1,1,6,7,1.475728,0,0
PECR,Pecr,2,-3,-1,4.165049,0,312
PEF1,Pef1,8,-4,4,24.368932,0,0
PEG10,Peg10,14,5,19,1.747573,0,0
PEG3,Peg3,6,2,8,0,0,0
PELI1,Peli1,8,-1,7,6.067961,0,0
PELI2,Peli2,15,-2,13,1.728155,0,0
PELI3,Peli3,-2,2,0,1.009709,0,0
PELO,Pelo,2,-6,-4,0,0,0
PELP1,Pelp1,-1,-5,-6,6.601942,0,0
PEMT,Pemt,4,-5,-1,11.466019,0,0
PENK,Penk,-1,-6,-7,3.864078,0,0
PEPD,Pepd,6,-3,3,2.815534,0,0
PER1,Per1,3,4,7,0,0,0
PER2,Per2,-4,5,1,7.640777,0,0
PER3,Per3,4,-4,0,4.61165,0,0
PERCC1,Percc1,7,5,12,0,0,0
PERM1,Perm1,17,-5,12,10.116505,0,0
PERP,Perp,2,2,4,8.456311,0,0
PES1,Pes1,4,-2,2,60.456311,0,0
PET100,Pet100,-6,-5,-11,0,0,0
PET117,Pet117,-15,-17,-32,15.126214,0,0
PEX1,Pex1,5,-5,0,8.592233,0,0
PEX10,Pex10,7,-5,2,7.116505,0,0
PEX11A,Pex11a,-2,-1,-3,21.640777,0,0
PEX11B,Pex11b,-10,-3,-13,5.23301,0,0
PEX11G,Pex11g,-3,-10,-13,12.786408,0,0
PEX12,Pex12,3,1,4,1.398058,0,0
PEX13,Pex13,2,-3,-1,4.902913,0,0
PEX14,Pex14,-8,-2,-10,59.174757,14.625,0
PEX16,Pex16,1,-3,-2,11.436893,0,0
PEX19,Pex19,7,-6,1,0,0,0
PEX2,Pex2,9,-4,5,10.213592,0,0
PEX26,Pex26,5,-2,3,0.728155,0,0
PEX3,Pex3,-5,0,-5,46.194175,0,0
PEX5,Pex5,8,-7,1,11.165049,0,0
PEX5L,Pex5l,2,-4,-2,3.543689,0,0
PEX6,Pex6,11,-1,10,8.126214,0,0
PEX7,Pex7,2,-5,-3,6.359223,0,0
PF4,Pf4,2,-14,-12,0,0,0
PFAS,Pfas,2,-5,-3,7.067961,0,0
PFDN1,Pfdn1,5,-4,1,0,0,0
PFDN2,Pfdn2,12,-3,9,5.300971,0,0
PFDN4,Pfdn4,4,-7,-3,11.145631,0,0
PFDN5,Pfdn5,3,-2,1,54.213592,0,0
PFDN6,Pfdn6,8,4,12,4.84466,0,0
PFKFB1,Pfkfb1,-7,-24,-31,0,0,0
PFKFB2,Pfkfb2,-6,-11,-17,17.951456,0,0
PFKFB3,Pfkfb3,11,0,11,4.932039,0,0
PFKFB4,Pfkfb4,8,-2,6,1.165049,0,0
PFKL,Pfkl,0,-1,-1,9.203883,0,0
PFKM,Pfkm,9,-10,-1,82.718447,0,0
PFKP,Pfkp,6,-5,1,3.398058,0,0
PFN1,Pfn1,12,-3,9,2.592233,0,0
PFN2,Pfn2,4,-1,3,16.592233,0,0
PFN3,Pfn3,-2,-2,-4,2.466019,0,0
PFN4,Pfn4,7,-5,2,11.019417,0,0
PGA5,Pga5,7,3,10,2.533981,0,0
PGAM1,Pgam1,9,1,10,20.84466,0,0
PGAM2,Pgam2,18,-10,8,0,0,0
PGAM5,Pgam5,0,0,0,404.601942,195.791667,103
PGAP1,Pgap1,8,0,8,2.912621,0,0
PGAP2,Pgap2,6,-7,-1,4.776699,0,0
PGAP3,Pgap3,0,-1,-1,2.893204,0,0
PGAP4,Pgap4,2,-4,-2,0,0,0
PGAP6,Pgap6,11,-3,8,19.427184,0,0
PGBD1,Pgbd1,3,-2,1,8.592233,0,0
PGBD5,Pgbd5,6,4,10,2.368932,0,0
PGC,Pgc,-1,-2,-3,0,0,0
PGD,Pgd,11,1,12,37.601942,0,0
PGF,Pgf,141,5,146,40.747573,0,0
PGGHG,Pgghg,6,3,9,62.048544,4.791667,0
PGGT1B,Pggt1b,-3,-5,-8,4.592233,0,0
PGK1,Pgk1,6,-4,2,246.92233,159.916667,0
PGK2,Pgk2,-1,1,0,0,0,0
PGLS,Pgls,4,-5,-1,9.038835,0,0
PGLYRP1,Pglyrp1,4,1,5,0,0,0
PGLYRP2,Pglyrp2,1,-4,-3,0,0,0
PGLYRP3,Pglyrp3,-3,0,-3,0,0,0
PGLYRP4,Pglyrp4,0,-5,-5,0,0,0
PGM1,Pgm1,13,-4,9,2.563107,0,0
PGM2,Pgm2,-4,-4,-8,4.097087,0,0
PGM2L1,Pgm2l1,1,1,2,5.407767,0,0
PGM3,Pgm3,10,1,11,8.650485,0,0
PGM5,Pgm5,0,3,3,2.873786,0,0
PGP,Pgp,0,-5,-5,0.912621,0,0
PGPEP1,Pgpep1,3,1,4,2.640777,4.125,0
PGPEP1L,Pgpep1l,5,1,6,0,0,0
PGR,Pgr,4,0,4,2.097087,0,0
PGRMC1,Pgrmc1,8,-5,3,2.058252,0,0
PGRMC2,Pgrmc2,7,-3,4,10.242718,0,0
PGS1,Pgs1,2,0,2,17.708738,0,0
PHACTR1,Phactr1,6,0,6,0,0,0
PHACTR2,Phactr2,7,2,9,4.84466,0,0
PHACTR3,Phactr3,3,-8,-5,0,0,0
PHACTR4,Phactr4,5,-6,-1,5.582524,0,0
PHAX,Phax,7,1,8,6.300971,0,0
PHB,Phb,7,-2,5,13.23301,0,0
PHB2,Phb2,7,-3,4,13.456311,0,0
PHC1,Phc1,2,-5,-3,23.679612,0,0
PHC2,Phc2,-13,-2,-15,57.883495,2.458333,0
PHC3,Phc3,11,-6,5,5.194175,0,0
PHETA1,Pheta1,3,-7,-4,4.640777,0,0
PHETA2,Pheta2,-12,-14,-26,0,0,0
PHEX,Phex,3,-11,-8,0,0,0
PHF1,Phf1,3,6,9,3.640777,0,0
PHF10,Phf10,8,-2,6,7.271845,0,0
PHF12,Phf12,8,-1,7,0.864078,0,0
PHF13,Phf13,2,0,2,6.339806,0,0
PHF14,Phf14,7,-7,0,7.805825,0,0
PHF19,Phf19,4,-12,-8,9.679612,0,0
PHF2,Phf2,13,-1,12,0,0,0
PHF20,Phf20,1,-2,-1,34.184466,0,0
PHF20L1,Phf20l1,5,-4,1,17.524272,0,0
PHF21A,Phf21a,5,-11,-6,3.184466,0,0
PHF21B,Phf21b,8,-3,5,0,0,0
PHF23,Phf23,5,-3,2,5.407767,0,0
PHF24,Phf24,9,0,9,0,0,0
PHF3,Phf3,7,-3,4,8.262136,0,0
PHF5A,Phf5a,6,-3,3,8.572816,0,0
PHF6,Phf6,6,-1,5,1.533981,0,0
PHF7,Phf7,-4,-6,-10,5.970874,0,0
PHF8,Phf8,8,-4,4,33.242718,0,0
PHGDH,Phgdh,4,5,9,4.097087,0,0
PHGR1,Phgr1,0,5,5,0,0,0
PHIP,Phip,5,-5,0,10.582524,0,0
PHKA1,Phka1,6,2,8,2.805825,0,0
PHKA2,Phka2,1,-7,-6,7.300971,0,0
PHKB,Phkb,4,-5,-1,9.970874,0,0
PHKG1,Phkg1,42,7,49,0,0,0
PHKG2,Phkg2,6,1,7,1.883495,0,0
PHLDA1,Phlda1,3,42,45,8.728155,0,0
PHLDA2,Phlda2,6,29,35,0,0,0
PHLDA3,Phlda3,10,7,17,2.320388,0,0
PHLDB1,Phldb1,8,1,9,0,0,0
PHLDB2,Phldb2,2,0,2,7.864078,0,0
PHLDB3,Phldb3,3,-2,1,0.951456,0,0
PHLPP1,Phlpp1,10,1,11,4.495146,0,0
PHLPP2,Phlpp2,3,-2,1,0,0,0
PHOSPHO1,Phospho1,11,-2,9,0,0,0
PHOSPHO2,Phospho2,-9,-8,-17,12.990291,0,0
PHOX2A,Phox2a,-2,-4,-6,0,0,0
PHOX2B,Phox2b,8,2,10,0,0,0
PHPT1,Phpt1,12,-3,9,0,0,0
PHRF1,Phrf1,1,-5,-4,0,0,0
PHTF1,Phtf1,6,-2,4,12.718447,0,0
PHTF2,Phtf2,5,-4,1,7.048544,0,0
PHYH,Phyh,5,2,7,35.067961,0,0
PHYHD1,Phyhd1,1,0,1,27.640777,15.083333,0
PHYHIP,Phyhip,1,-11,-10,0,0,0
PHYHIPL,Phyhipl,5,-3,2,0,0,0
PHYKPL,Phykpl,6,-7,-1,5.019417,0,0
PI15,Pi15,-8,-3,-11,0,0,0
PI16,Pi16,5,-5,0,0,0,0
PI4K2A,Pi4k2a,2,-1,1,1.368932,0,0
PI4K2B,Pi4k2b,-2,2,0,0,0,0
PI4KA,Pi4ka,5,-6,-1,8.669903,0,0
PI4KB,Pi4kb,11,-1,10,9.31068,0,0
PIANP,Pianp,12,-5,7,1.941748,0,0
PIAS1,Pias1,8,-4,4,1.184466,0,0
PIAS2,Pias2,6,-8,-2,25.951456,0,0
PIAS3,Pias3,2,-7,-5,6.601942,0,0
PIAS4,Pias4,2,-3,-1,4.38835,0,0
PIBF1,Pibf1,4,-5,-1,3.029126,0,0
PICALM,Picalm,8,-1,7,4.087379,0,0
PICK1,Pick1,-4,-6,-10,10.757282,0,0
PID1,Pid1,5,-1,4,1.932039,0,0
PIDD1,Pidd1,-2,-6,-8,2.582524,0,0
PIEZO1,Piezo1,-3,1,-2,3.174757,0,0
PIEZO2,Piezo2,4,-5,-1,0,0,0
PIF1,Pif1,-26,-17,-43,0,0,0
PIFO,Pifo,8,-9,-1,0,0,0
PIGA,Piga,-4,-6,-10,5.106796,0,0
PIGB,Pigb,4,-5,-1,3.126214,0,0
PIGBOS1,Pigbos1,-10,-13,-23,3.126214,0,0
PIGC,Pigc,4,0,4,20.543689,0,0
PIGF,Pigf,2,-6,-4,31.126214,0,0
PIGG,Pigg,6,-8,-2,10.019417,0,0
PIGH,Pigh,3,-6,-3,12.533981,4.916667,0
PIGK,Pigk,5,-2,3,3.932039,0,0
PIGL,Pigl,9,0,9,7.553398,0,0
PIGM,Pigm,3,-5,-2,4.961165,0,0
PIGN,Pign,10,-8,2,3.572816,0,0
PIGO,Pigo,0,-1,-1,5.417476,0,0
PIGP,Pigp,-4,5,1,9.728155,0,0
PIGQ,Pigq,8,-6,2,38.475728,0,0
PIGR,Pigr,0,-1,-1,0,0,0
PIGS,Pigs,8,-3,5,1.475728,0,0
PIGT,Pigt,7,-2,5,0,0,0
PIGU,Pigu,5,-3,2,10.087379,4.208333,0
PIGV,Pigv,2,-3,-1,7.048544,0,0
PIGW,Pigw,-1,-10,-11,2.631068,0,0
PIGX,Pigx,5,-4,1,43.621359,0,0
PIGZ,Pigz,7,9,16,3.019417,0,0
PIH1D1,Pih1d1,0,-5,-5,0,0,0
PIH1D2,Pih1d2,6,-4,2,6.650485,0,0
PIK3AP1,Pik3ap1,4,1,5,0,0,0
PIK3C2A,Pik3c2a,-1,-2,-3,2.339806,0,0
PIK3C2B,Pik3c2b,5,-7,-2,12.854369,0,0
PIK3C2G,Pik3c2g,1,0,1,2.466019,0,0
PIK3C3,Pik3c3,6,-5,1,0,0,0
PIK3CA,Pik3ca,7,-1,6,10.466019,0,0
PIK3CB,Pik3cb,10,-7,3,25.990291,0,0
PIK3CD,Pik3cd,4,-15,-11,32.572816,0,0
PIK3CG,Pik3cg,5,-3,2,0,0,0
PIK3IP1,Pik3ip1,-5,-1,-6,0,0,0
PIK3R1,Pik3r1,2,-1,1,9.242718,0,0
PIK3R2,Pik3r2,-3,-7,-10,4.067961,0,0
PIK3R3,Pik3r3,9,-10,-1,8.854369,0,0
PIK3R4,Pik3r4,7,-1,6,0,0,0
PIK3R5,Pik3r5,2,-5,-3,26.368932,0,0
PIK3R6,Pik3r6,-1,-8,-9,0,0,0
PIKFYVE,Pikfyve,5,-1,4,5.15534,0,0
PILRA,Pilra,38,-5,33,0,0,0
PIM1,Pim1,4,-6,-2,3.203883,0,0
PIM2,Pim2,-3,-2,-5,3.815534,0,0
PIM3,Pim3,8,-1,7,1.252427,0,0
PIMREG,Pimreg,-2,-19,-21,3.23301,0,0
PIN1,Pin1,7,-6,1,84.757282,0,0
PIN4,Pin4,-2,-6,-8,0,0,0
PINK1,Pink1,6,-2,4,5.932039,0,0
PINLYP,Pinlyp,-9,-15,-24,5.349515,0,0
PINX1,Pinx1,-1,-4,-5,5.854369,0,0
PIP,Pip,1,1,2,0,0,0
PIP4K2A,Pip4k2a,2,4,6,2.553398,0,0
PIP4K2B,Pip4k2b,13,-3,10,4.92233,0,0
PIP4K2C,Pip4k2c,7,-2,5,6.15534,0,0
PIP4P1,Pip4p1,-8,-1,-9,7.145631,0,0
PIP4P2,Pip4p2,-5,3,-2,16.84466,0,0
PIP5K1A,Pip5k1a,6,-1,5,0,0,0
PIP5K1B,Pip5k1b,5,4,9,0,0,0
PIP5K1C,Pip5k1c,8,-2,6,0,0,0
PIP5KL1,Pip5kl1,31,11,42,1.572816,0,0
PIPOX,Pipox,-2,11,9,0,0,0
PIR,Pir,2,-3,-1,8.242718,0,0
PIRT,Pirt,-1,0,-1,7.912621,0,0
PISD,Pisd,4,-4,0,4.893204,0,0
PITHD1,Pithd1,4,-6,-2,8.650485,0,0
PITPNA,Pitpna,6,-2,4,15.524272,0,0
PITPNB,Pitpnb,5,-5,0,44.951456,0,0
PITPNC1,Pitpnc1,14,3,17,17.883495,0,0
PITPNM1,Pitpnm1,6,-6,0,59.145631,0,0
PITPNM2,Pitpnm2,1,-2,-1,0.776699,0,0
PITPNM3,Pitpnm3,-5,-11,-16,0,0,0
PITRM1,Pitrm1,1,5,6,1.601942,0,0
PITX1,Pitx1,4,0,4,7.582524,0,0
PITX2,Pitx2,24,-3,21,2.640777,0,0
PITX3,Pitx3,1,0,1,0.834951,0,0
PIWIL1,Piwil1,3,-7,-4,0,0,0
PIWIL2,Piwil2,2,2,4,0,0,0
PIWIL4,Piwil4,2,-2,0,0.990291,0,0
PJA1,Pja1,7,0,7,1.61165,0,0
PJA2,Pja2,8,-6,2,4.378641,0,0
PJVK,Pjvk,9,-20,-11,3.718447,0,0
PKD1,Pkd1,11,-3,8,4.242718,0,0
PKD1L1,Pkd1l1,1,1,2,0,0,0
PKD1L2,Pkd1l2,-1,-3,-4,0,0,0
PKD1L3,Pkd1l3,7,-5,2,0,0,0
PKD2,Pkd2,4,-2,2,4.038835,0,0
PKD2L1,Pkd2l1,13,-3,10,0,0,0
PKD2L2,Pkd2l2,6,-12,-6,1.533981,0,0
PKDCC,Pkdcc,8,0,8,1.252427,0,0
PKDREJ,Pkdrej,3,-9,-6,1.737864,0,0
PKHD1,Pkhd1,-2,1,-1,0,0,0
