human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
PKHD1L1,Pkhd1l1,1,-4,-3,7.592233,0,0
PKIA,Pkia,8,-1,7,19.932039,0,0
PKIB,Pkib,5,-2,3,11.825243,0,0
PKIG,Pkig,5,2,7,65.029126,0,0
PKLR,Pklr,-3,-1,-4,0,0,0
PKM,Pkm,10,1,11,9.31068,0,0
PKMYT1,Pkmyt1,0,-7,-7,2.970874,0,0
PKN1,Pkn1,10,-3,7,1.262136,0,0
PKN2,Pkn2,9,-4,5,13.029126,0,0
PKN3,Pkn3,-1,4,3,13.368932,0,0
PKNOX1,Pknox1,7,2,9,177.902913,72.5,0
PKNOX2,Pknox2,2,-5,-3,0,0,0
PKP1,Pkp1,4,-7,-3,20.961165,7.958333,0
PKP2,Pkp2,6,2,8,5.223301,0,0
PKP3,Pkp3,0,1,1,0,0,0
PKP4,Pkp4,5,-4,1,11.398058,0,0
PLA1A,Pla1a,6,0,6,8.543689,0,0
PLA2G10,Pla2g10,31,-13,18,0,0,0
PLA2G12A,Pla2g12a,5,-11,-6,3.097087,0,0
PLA2G12B,Pla2g12b,62,13,75,0,0,0
PLA2G15,Pla2g15,5,-3,2,1.300971,0,0
PLA2G1B,Pla2g1b,3,-3,0,0,0,0
PLA2G2A,Pla2g2a,8,1,9,0,0,0
PLA2G2C,Pla2g2c,0,-7,-7,1.834951,0,0
PLA2G2D,Pla2g2d,3,1,4,0,0,0
PLA2G2E,Pla2g2e,1,9,10,0,0,0
PLA2G2F,Pla2g2f,2,2,4,0,0,0
PLA2G3,Pla2g3,-3,-1,-4,0,0,0
PLA2G4A,Pla2g4a,2,-8,-6,0,0,0
PLA2G4B,Pla2g4b,2,8,10,0,0,0
PLA2G4C,Pla2g4c,15,21,36,0,0,0
PLA2G4D,Pla2g4d,1,-1,0,0,0,0
PLA2G4E,Pla2g4e,-3,-1,-4,0,0,0
PLA2G4F,Pla2g4f,7,0,7,0,0,0
PLA2G5,Pla2g5,-4,4,0,0,0,0
PLA2G6,Pla2g6,11,-2,9,6.029126,0,0
PLA2G7,Pla2g7,7,-10,-3,0.902913,0,0
PLA2R1,Pla2r1,-1,5,4,0,0,0
PLAA,Plaa,2,-5,-3,3.932039,0,0
PLAAT1,Plaat1,2,-4,-2,8.456311,0,0
PLAAT3,Plaat3,12,0,12,0,0,0
PLAAT5,Plaat5,1,0,1,0,0,0
PLAC1,Plac1,-6,-6,-12,66.126214,0,0
PLAC8,Plac8,1,-6,-5,2.048544,0,0
PLAC8L1,Plac8l1,55,-11,44,0,0,0
PLAC9,Plac9a,6,-4,2,3.203883,0,0
PLAG1,Plag1,9,4,13,2.38835,0,0
PLAGL1,Plagl1,4,3,7,33.475728,8.291667,0
PLAGL2,Plagl2,-1,-9,-10,21.349515,0,0
PLAT,Plat,-3,10,7,0,0,0
PLAU,Plau,-23,2,-21,21.378641,7.5,0
PLAUR,Plaur,2,3,5,6.728155,0,0
PLB1,Plb1,4,-7,-3,0,0,0
PLBD1,Plbd1,-2,-13,-15,0,0,0
PLBD2,Plbd2,7,-5,2,1.932039,0,0
PLCB1,Plcb1,8,1,9,4.038835,0,0
PLCB2,Plcb2,-10,-3,-13,1.398058,0,0
PLCB3,Plcb3,10,-3,7,7.796117,0,0
PLCB4,Plcb4,-1,-1,-2,4.223301,0,0
PLCD1,Plcd1,18,-3,15,14.543689,0,0
PLCD3,Plcd3,5,2,7,0,0,0
PLCD4,Plcd4,31,-4,27,11.106796,0,0
PLCE1,Plce1,5,-1,4,13.718447,0,0
PLCG1,Plcg1,10,-5,5,3.650485,0,0
PLCG2,Plcg2,20,0,20,0,0,0
PLCH1,Plch1,4,0,4,43.252427,0,0
PLCH2,Plch2,8,4,12,6.747573,0,0
PLCL1,Plcl1,4,4,8,0.970874,0,0
PLCL2,Plcl2,6,2,8,0,0,0
PLCXD1,Plcxd1,-1,-7,-8,0,0,0
PLCXD2,Plcxd2,6,2,8,6.194175,0,0
PLCXD3,Plcxd3,1,-1,0,2.485437,0,0
PLCZ1,Plcz1,13,2,15,0,0,0
PLD1,Pld1,-12,-2,-14,8.165049,0,0
PLD2,Pld2,-4,-7,-11,1.378641,0,0
PLD3,Pld3,13,-1,12,6.23301,0,0
PLD4,Pld4,1,1,2,0,0,0
PLD5,Pld5,0,-1,-1,0,0,0
PLD6,Pld6,-1,-5,-6,1.106796,0,0
PLEC,Plec,-2,-1,-3,29.058252,0,0
PLEK,Plek,-4,-4,-8,0,0,0
PLEK2,Plek2,5,-1,4,4.834951,0,0
PLEKHA1,Plekha1,3,-4,-1,13.805825,0,0
PLEKHA2,Plekha2,2,3,5,1.135922,0,0
PLEKHA3,Plekha3,9,-5,4,3.834951,0,0
PLEKHA4,Plekha4,5,-5,0,22.15534,0,0
PLEKHA5,Plekha5,4,4,8,3.640777,0,0
PLEKHA6,Plekha6,6,3,9,97.145631,0,0
PLEKHA7,Plekha7,-5,6,1,0.951456,0,0
PLEKHA8,Plekha8,7,-5,2,16.048544,0,0
PLEKHB1,Plekhb1,17,1,18,0,0,0
PLEKHB2,Plekhb2,6,-5,1,0,0,0
PLEKHD1,Plekhd1,2,-6,-4,0,0,0
PLEKHF1,Plekhf1,-10,7,-3,0,0,0
PLEKHF2,Plekhf2,6,-3,3,12.747573,0,0
PLEKHG1,Plekhg1,3,9,12,120.184466,0,0
PLEKHG2,Plekhg2,5,-2,3,23.368932,0,0
PLEKHG3,Plekhg3,-3,0,-3,10.912621,0,0
PLEKHG4,Plekhg4,-13,4,-9,11.873786,0,0
PLEKHG5,Plekhg5,5,6,11,7.446602,0,0
PLEKHG6,Plekhg6,1,-6,-5,0,0,0
PLEKHH1,Plekhh1,5,-6,-1,2.203883,0,0
PLEKHH2,Plekhh2,-1,-8,-9,13.339806,0,0
PLEKHH3,Plekhh3,4,2,6,1.902913,0,0
PLEKHJ1,Plekhj1,-6,-1,-7,6.242718,0,0
PLEKHM1,Plekhm1,9,-6,3,0,0,0
PLEKHM2,Plekhm2,11,-3,8,0,0,0
PLEKHM3,Plekhm3,9,-11,-2,23.563107,0,0
PLEKHN1,Plekhn1,2,-8,-6,1.621359,0,0
PLEKHO1,Plekho1,9,-2,7,7.912621,0,0
PLEKHO2,Plekho2,9,-1,8,0.92233,0,0
PLEKHS1,Plekhs1,7,0,7,0,0,0
PLET1,Plet1,1,7,8,0,0,0
PLG,Plg,4,-2,2,0,0,0
PLGRKT,Plgrkt,-6,-1,-7,0,0,0
PLIN1,Plin1,12,0,12,0,0,0
PLIN2,Plin2,0,7,7,2.563107,0,0
PLIN3,Plin3,7,-1,6,1.31068,0,0
PLIN4,Plin4,2,-3,-1,2.398058,0,0
PLIN5,Plin5,5,2,7,2.883495,0,0
PLK1,Plk1,-9,-17,-26,4.067961,0,0
PLK2,Plk2,0,4,4,7.407767,0,0
PLK3,Plk3,-3,6,3,4.572816,0,0
PLK4,Plk4,-17,1,-16,4.757282,0,0
PLK5,Plk5,6,-4,2,6.087379,0,0
PLLP,Pllp,6,-8,-2,0,0,0
PLN,Pln,-2,-16,-18,0,0,0
PLOD1,Plod1,17,2,19,107.92233,48.041667,0
PLOD2,Plod2,5,0,5,24.621359,0,0
PLOD3,Plod3,15,-4,11,52.834951,6.166667,0
PLP1,Plp1,3,-4,-1,0,0,0
PLP2,Plp2,-4,-5,-9,2.941748,0,0
PLPBP,Plpbp,9,2,11,1.184466,0,0
PLPP1,Plpp1,2,-6,-4,2.961165,0,0
PLPP2,Plpp2,5,-3,2,0,0,0
PLPP3,Plpp3,14,2,16,1.436893,0,0
PLPP4,Plpp4,1,-9,-8,0,0,0
PLPP5,Plpp5,3,-1,2,2.504854,0,0
PLPP6,Plpp6,-18,-2,-20,5.456311,0,0
PLPP7,Plpp7,6,2,8,0,0,0
PLPPR1,Plppr1,2,0,2,0,0,0
PLPPR2,Plppr2,0,-9,-9,5.951456,0,0
PLPPR3,Plppr3,-2,-9,-11,0,0,0
PLPPR4,Plppr4,0,-1,-1,0,0,0
PLPPR5,Plppr5,57,0,57,42.932039,0,0
PLRG1,Plrg1,6,-1,5,1.330097,0,0
PLS1,Pls1,6,-3,3,15.640777,0,0
PLS3,Pls3,11,-1,10,0,0,0
PLSCR1,Plscr1,2,5,7,5.640777,0,0
PLSCR2,Plscr2,16,6,22,0.951456,0,0
PLSCR3,Plscr3,3,-4,-1,3.23301,0,0
PLSCR4,Plscr4,10,1,11,2.038835,0,0
PLSCR5,Plscr5,2,0,2,0,0,0
PLTP,Pltp,6,-2,4,0,0,0
PLVAP,Plvap,36,0,36,0,0,0
PLXDC1,Plxdc1,14,-7,7,23.466019,0,0
PLXDC2,Plxdc2,0,4,4,6.320388,26,0
PLXNA1,Plxna1,8,0,8,0,0,0
PLXNA2,Plxna2,7,-4,3,2.436893,0,0
PLXNA3,Plxna3,4,3,7,1.203883,0,0
PLXNA4,Plxna4,-3,0,-3,0,0,0
PLXNB1,Plxnb1,9,2,11,31.718447,0,0
PLXNB2,Plxnb2,6,-4,2,10,0,0
PLXNB3,Plxnb3,0,5,5,0,0,0
PLXNC1,Plxnc1,14,-2,12,0,0,0
PLXND1,Plxnd1,-1,-2,-3,0,0,0
PM20D1,Pm20d1,3,-5,-2,0,0,0
PM20D2,Pm20d2,-1,-1,-2,4.417476,0,0
PMAIP1,Pmaip1,15,24,39,9.563107,0,0
PMCH,Pmch,2,-9,-7,0,0,0
PMEL,Pmel,-2,-7,-9,1.747573,0,0
PMEPA1,Pmepa1,23,0,23,13.980583,0,0
PMF1,Pmf1,8,-2,6,19.883495,30.375,0
PMFBP1,Pmfbp1,1,3,4,0,0,0
PMIS2,Pmis2,7,-13,-6,0,0,0
PML,Pml,5,-6,-1,15.330097,0,0
PMM1,Pmm1,4,-4,0,0,0,0
PMM2,Pmm2,-5,-1,-6,22.864078,0,0
PMP2,Pmp2,2,5,7,0,0,0
PMP22,Pmp22,5,3,8,15.456311,0,0
PMPCA,Pmpca,2,-2,0,1.349515,0,0
PMPCB,Pmpcb,7,-4,3,6.84466,0,0
PMS1,Pms1,4,-12,-8,4.718447,0,0
PMS2,Pms2,6,-8,-2,10.252427,0,0
PMVK,Pmvk,27,-2,25,114.126214,5.541667,0
PNCK,Pnck,64,3,67,7.38835,0,0
PNISR,Pnisr,9,-4,5,0,0,0
PNKD,Pnkd,5,-5,0,15.456311,0,0
PNKP,Pnkp,9,1,10,14.941748,0,107
PNLDC1,Pnldc1,175,8,183,0,0,0
PNLIP,Pnlip,0,0,0,0,0,0
PNLIPRP1,Pnliprp1,-3,8,5,0,0,0
PNLIPRP2,Pnliprp2,-1,0,-1,0,0,0
PNMA1,Pnma1,10,-7,3,56.708738,0,0
PNMA2,Pnma2,4,3,7,2.932039,0,0
PNMA3,Pnma3,-1,0,-1,0,0,0
PNMA5,Pnma5,3,-3,0,0,0,0
PNMT,Pnmt,12,8,20,0,0,0
PNN,Pnn,5,1,6,24.407767,0,142
PNO1,Pno1,-2,-3,-5,2.213592,0,0
PNOC,Pnoc,-2,-7,-9,0,0,0
PNP,Pnp,8,-3,5,14.883495,0,0
PNPLA1,Pnpla1,9,-1,8,0,0,0
PNPLA2,Pnpla2,4,-2,2,0,0,0
PNPLA3,Pnpla3,-3,-4,-7,0,0,0
PNPLA5,Pnpla5,4,0,4,0,0,0
PNPLA6,Pnpla6,11,-14,-3,23.320388,0,0
PNPLA7,Pnpla7,16,2,18,2.786408,0,0
PNPLA8,Pnpla8,8,1,9,2.84466,0,0
PNPO,Pnpo,0,3,3,7.533981,0,0
PNPT1,Pnpt1,1,-1,0,4.893204,0,0
PNRC1,Pnrc1,9,1,10,9.951456,0,0
PNRC2,Pnrc2,0,-3,-3,6.834951,0,0
POC1A,Poc1a,6,-4,2,5.300971,0,0
POC1B,Poc1b,4,-1,3,0,0,0
POC5,Poc5,-7,-4,-11,1.165049,0,0
PODN,Podn,4,0,4,0,0,0
PODNL1,Podnl1,8,-3,5,20.38835,0,0
PODXL,Podxl,4,0,4,2.572816,0,0
PODXL2,Podxl2,6,0,6,9.864078,0,0
POF1B,Pof1b,-1,0,-1,0,0,0
POFUT1,Pofut1,2,-6,-4,21.349515,0,0
POFUT2,Pofut2,3,-2,1,85.262136,0,0
POGK,Pogk,-5,-6,-11,8.15534,0,0
POGLUT1,Poglut1,10,-3,7,0,0,0
POGLUT2,Poglut2,-3,-6,-9,0,0,0
POGLUT3,Poglut3,3,-3,0,3.368932,0,0
POGZ,Pogz,14,-3,11,3.300971,0,0
POLA1,Pola1,2,0,2,3.873786,0,0
POLA2,Pola2,-16,-3,-19,5.223301,0,0
POLB,Polb,5,-6,-1,1.31068,0,0
POLD1,Pold1,3,-2,1,24.495146,0,0
POLD2,Pold2,4,0,4,26.524272,0,0
POLD3,Pold3,-6,-8,-14,34.417476,0,0
POLD4,Pold4,5,-1,4,26.07767,0,0
POLDIP2,Poldip2,8,-3,5,8.087379,0,0
POLDIP3,Poldip3,10,-3,7,2.359223,0,0
POLE,Pole,7,-10,-3,9.291262,0,0
POLE2,Pole2,-6,-6,-12,6.757282,0,0
POLE3,Pole3,3,-5,-2,79.669903,9.541667,0
POLE4,Pole4,4,-4,0,9.009709,0,0
POLG,Polg,6,-6,0,38.029126,0,0
POLG2,Polg2,17,-2,15,5.718447,0,0
POLH,Polh,-2,-2,-4,8.203883,0,0
POLI,Poli,-7,0,-7,32.097087,0,0
POLK,Polk,5,-1,4,4.456311,0,0
POLL,Poll,1,-7,-6,30.941748,0,0
POLM,Polm,-4,1,-3,8.941748,0,0
POLN,Poln,-1,-4,-5,2.893204,0,0
POLQ,Polq,3,-2,1,21.990291,0,0
POLR1A,Polr1a,6,-2,4,0,0,0
POLR1B,Polr1b,4,-3,1,5.427184,0,0
POLR1C,Polr1c,1,-5,-4,13.679612,0,0
POLR1D,Polr1d,2,-1,1,0.970874,0,0
POLR1E,Polr1e,1,-4,-3,2.213592,0,0
POLR1F,Polr1f,2,-2,0,16.009709,0,0
POLR1G,Polr1h,1,0,1,20.563107,0,0
POLR1H,Polr1has,-2,-11,-13,8.699029,0,0
POLR2A,Polr2a,-3,-4,-7,11.650485,0,0
POLR2B,Polr2b,8,-6,2,0,0,0
POLR2C,Polr2c,5,-2,3,12,0,0
POLR2D,Polr2d,3,-6,-3,12.941748,0,0
POLR2E,Polr2e,5,-2,3,0.747573,0,0
POLR2F,Polr2f,6,-8,-2,1.135922,0,0
POLR2G,Polr2g,5,-6,-1,0,0,0
POLR2H,Polr2h,3,-1,2,5.087379,0,0
POLR2I,Polr2i,2,-4,-2,15.165049,0,0
POLR2J,Polr2j,7,-5,2,16.747573,0,0
POLR2K,Polr2k,1,-5,-4,6.747573,0,0
POLR2L,Polr2l,2,-1,1,2.592233,0,0
POLR2M,Polr2m,6,5,11,8.553398,0,0
POLR3A,Polr3a,7,-2,5,13.252427,0,0
POLR3B,Polr3b,1,-2,-1,23.815534,0,0
POLR3C,Polr3c,2,-4,-2,8.660194,0,0
POLR3D,Polr3d,3,-5,-2,2.932039,0,0
POLR3E,Polr3e,5,-1,4,67.378641,0,97
POLR3F,Polr3f,-4,-6,-10,11.737864,0,0
POLR3G,Polr3g,0,-3,-3,15.38835,0,0
POLR3GL,Polr3gl,2,-2,0,0,0,0
POLR3H,Polr3h,0,-4,-4,12.31068,0,0
POLR3K,Polr3k,0,-7,-7,0,0,0
POLRMT,Polrmt,3,-7,-4,36.621359,0,0
POM121,Pom121,6,-2,4,2.048544,0,0
POM121L12,Pom121l12,0,-6,-6,0,0,0
POM121L2,Pom121l2,4,-14,-10,1.990291,0,0
POMC,Pomc,2,-3,-1,0,0,0
POMGNT1,Pomgnt1,6,-9,-3,3.92233,0,0
POMGNT2,Pomgnt2,1,0,1,9.815534,0,0
POMK,Pomk,9,-3,6,0.834951,0,0
POMP,Pomp,7,1,8,2.563107,0,0
POMT1,Pomt1,10,-1,9,5.407767,0,0
POMT2,Pomt2,11,-3,8,53.650485,4.916667,0
PON1,Pon1,1,0,1,0,0,0
PON2,Pon2,1,-8,-7,9.873786,0,0
PON3,Pon3,11,0,11,0,0,0
POP1,Pop1,-2,-6,-8,8.262136,0,0
POP4,Pop4,2,-4,-2,0,0,0
POP5,Pop5,4,2,6,4.242718,0,0
POP7,Pop7,1,-4,-3,5.92233,0,0
POPDC2,Popdc2,7,2,9,0,0,0
POPDC3,Popdc3,5,-14,-9,4.61165,0,0
POR,Por,10,2,12,19.601942,0,0
PORCN,Porcn,8,-11,-3,1.84466,0,0
POSTN,Postn,-4,0,-4,0,0,0
POTEG,Poteg,1,-8,-7,0,0,0
POU1F1,Pou1f1,7,-10,-3,0,0,0
POU2AF1,Pou2af1,6,0,6,0,0,0
POU2F1,Pou2f1,5,-6,-1,6.466019,0,0
POU2F2,Pou2f2,56,-9,47,0,0,0
POU2F3,Pou2f3,1,-3,-2,0,0,0
POU3F1,Pou3f1,23,-2,21,0,0,0
POU3F2,Pou3f2,14,1,15,0.815534,0,0
POU3F3,Pou3f3,6,-1,5,0,0,0
POU3F4,Pou3f4,2,1,3,0,0,0
POU4F1,Pou4f1,1,-4,-3,0,0,0
POU4F2,Pou4f2,1,-4,-3,0,0,0
POU4F3,Pou4f3,15,-3,12,0,0,0
POU5F1,Pou5f1,6,1,7,1.252427,0,0
POU5F2,Pou5f2,3,-10,-7,0,0,0
POU6F1,Pou6f1,7,-13,-6,0,0,0
POU6F2,Pou6f2,0,-3,-3,0,0,0
PP2D1,Pp2d1,4,-7,-3,0,0,0
PPA1,Ppa1,4,-6,-2,10.398058,0,0
PPA2,Ppa2,5,-6,-1,29.825243,0,0
PPAN,Ppan,-6,-2,-8,111.68932,0,0
PPARA,Ppara,2,6,8,1.15534,0,0
PPARD,Ppard,1,-2,-1,5.31068,0,0
PPARG,Pparg,3,-15,-12,4.495146,0,0
PPARGC1A,Ppargc1a,10,11,21,1.398058,0,0
PPARGC1B,Ppargc1b,-16,-1,-17,4.912621,0,0
PPAT,Ppat,8,-2,6,7.650485,0,0
PPBP,Ppbp,2,-13,-11,0,0,0
PPCDC,Ppcdc,0,-7,-7,0,0,0
PPCS,Ppcs,-4,-1,-5,2.796117,0,0
PPDPF,Ppdpf,3,-7,-4,2.563107,0,0
PPEF1,Ppef1,5,4,9,30.873786,0,0
PPEF2,Ppef2,1,2,3,8.825243,0,0
PPFIA1,Ppfia1,11,-1,10,0,0,0
PPFIA2,Ppfia2,-2,-9,-11,0,0,0
PPFIA3,Ppfia3,11,-2,9,0,0,0
PPFIA4,Ppfia4,-10,1,-9,0,0,0
PPFIBP1,Ppfibp1,7,-2,5,4.106796,0,0
PPFIBP2,Ppfibp2,0,-2,-2,0.815534,0,0
PPHLN1,Pphln1,1,-9,-8,5.300971,0,0
PPIA,Ppia,6,-5,1,5.320388,0,0
PPIB,Ppib,10,-3,7,11.368932,0,0
PPIC,Ppic,4,-2,2,29.097087,0,0
PPID,Ppid,14,-3,11,190.61165,21.458333,0
PPIE,Ppie,8,-3,5,3.281553,0,0
PPIF,Ppif,4,-2,2,25.873786,10.208333,0
PPIG,Ppig,4,-4,0,0,0,0
PPIH,Ppih,10,-1,9,8.252427,0,0
PPIL1,Ppil1,4,-4,0,5.504854,0,0
PPIL2,Ppil2,3,0,3,2.747573,0,0
PPIL3,Ppil3,2,-6,-4,4.495146,0,0
PPIL4,Ppil4,7,-2,5,14.252427,0,0
PPIL6,Ppil6,2,-6,-4,55.436893,0,0
PPIP5K1,Ppip5k1,6,-2,4,2.815534,0,0
PPIP5K2,Ppip5k2,2,-10,-8,4.970874,0,0
PPL,Ppl,2,-5,-3,0,0,0
PPM1A,Ppm1a,3,-7,-4,6.737864,0,0
PPM1B,Ppm1b,6,-6,0,2.15534,0,0
PPM1D,Ppm1d,7,-9,-2,21.485437,0,0
PPM1E,Ppm1e,4,-4,0,0,0,0
PPM1F,Ppm1f,5,-3,2,2.92233,0,0
PPM1G,Ppm1g,9,-4,5,22.708738,2.916667,0
PPM1H,Ppm1h,3,1,4,10.271845,0,0
PPM1J,Ppm1j,8,-3,5,3.019417,0,0
PPM1K,Ppm1k,11,4,15,4.68932,0,0
PPM1L,Ppm1l,3,-2,1,8.805825,0,0
PPM1M,Ppm1m,7,1,8,5.378641,0,0
PPM1N,Ppm1n,14,4,18,1.213592,0,0
PPME1,Ppme1,7,-2,5,12.485437,0,0
PPOX,Ppox,-4,1,-3,0,0,0
PPP1CA,Ppp1ca,8,1,9,9.475728,0,0
PPP1CB,Ppp1cb,9,0,9,12.669903,0,0
PPP1CC,Ppp1cc,8,1,9,11.669903,0,0
PPP1R10,Ppp1r10,4,-6,-2,0,0,0
PPP1R11,Ppp1r11,6,-3,3,6.912621,0,0
PPP1R12A,Ppp1r12a,10,-1,9,7.15534,0,0
PPP1R12B,Ppp1r12b,3,-2,1,2.242718,0,0
PPP1R12C,Ppp1r12c,5,-2,3,23.737864,0,0
PPP1R13B,Ppp1r13b,3,-6,-3,11.757282,0,0
PPP1R13L,Ppp1r13l,8,-4,4,20.563107,0,0
PPP1R14A,Ppp1r14a,0,-6,-6,0,0,0
PPP1R14B,Ppp1r14b,10,-3,7,3.543689,0,0
PPP1R14C,Ppp1r14c,3,-5,-2,0,0,0
PPP1R14D,Ppp1r14d,6,-16,-10,0,0,0
PPP1R15A,Ppp1r15a,57,11,68,23.339806,0,0
PPP1R15B,Ppp1r15b,7,-1,6,17.048544,0,0
PPP1R16A,Ppp1r16a,4,0,4,58.291262,0,0
PPP1R16B,Ppp1r16b,2,6,8,2.728155,0,0
PPP1R17,Ppp1r17,0,-6,-6,0,0,0
PPP1R18,Ppp1r18,18,-1,17,39.553398,7.375,0
PPP1R1A,Ppp1r1a,7,0,7,0,0,0
PPP1R1B,Ppp1r1b,-3,-5,-8,0,0,0
PPP1R1C,Ppp1r1c,1,1,2,0,0,0
PPP1R2,Ppp1r2,3,-3,0,4.126214,0,0
PPP1R21,Ppp1r21,3,-5,-2,13.553398,0,0
PPP1R26,Ppp1r26,5,-11,-6,6.854369,0,0
PPP1R27,Ppp1r27,42,-8,34,20.631068,0,0
PPP1R32,Ppp1r32,31,1,32,18.68932,0,0
PPP1R35,Ppp1r35,-14,0,-14,3.475728,0,0
PPP1R36,Ppp1r36,15,2,17,3.825243,0,0
PPP1R37,Ppp1r37,8,0,8,46.669903,0,0
PPP1R3A,Ppp1r3a,-1,-1,-2,0,0,0
PPP1R3B,Ppp1r3b,0,1,1,1.291262,0,0
PPP1R3C,Ppp1r3c,53,9,62,5.893204,0,0
PPP1R3D,Ppp1r3d,-16,-2,-18,7.067961,0,0
PPP1R3E,Ppp1r3e,-9,-6,-15,12.165049,0,0
PPP1R3F,Ppp1r3f,7,-2,5,5.883495,0,0
PPP1R3G,Ppp1r3g,1,-2,-1,1.757282,0,0
PPP1R42,Ppp1r42,46,-4,42,3.864078,0,0
PPP1R7,Ppp1r7,11,0,11,0.92233,0,0
PPP1R8,Ppp1r8,-10,-8,-18,17.339806,0,0
PPP1R9A,Ppp1r9a,6,-1,5,2.757282,0,0
PPP1R9B,Ppp1r9b,9,-3,6,4.533981,0,0
PPP2CA,Ppp2ca,6,-1,5,5.048544,0,0
PPP2CB,Ppp2cb,18,-2,16,38.621359,4.583333,0
PPP2R1A,Ppp2r1a,11,-2,9,16.242718,0,0
PPP2R1B,Ppp2r1b,3,-8,-5,9.864078,0,0
PPP2R2A,Ppp2r2a,8,0,8,2.514563,0,0
PPP2R2B,Ppp2r2b,12,5,17,0.864078,0,0
PPP2R2C,Ppp2r2c,-1,1,0,22.68932,0,0
PPP2R2D,Ppp2r2d,6,-4,2,0,0,0
PPP2R3A,Ppp2r3a,2,2,4,2.815534,0,0
PPP2R3C,Ppp2r3c,13,-1,12,5.776699,0,0
PPP2R5A,Ppp2r5a,1,-1,0,10.475728,0,0
PPP2R5B,Ppp2r5b,1,-3,-2,7.514563,0,0
PPP2R5C,Ppp2r5c,6,-2,4,9.436893,0,0
PPP2R5D,Ppp2r5d,12,-6,6,2.621359,0,0
PPP2R5E,Ppp2r5e,7,-5,2,9.126214,0,0
PPP3CA,Ppp3ca,6,0,6,0,0,0
PPP3CB,Ppp3cb,9,-9,0,27.854369,0,0
PPP3CC,Ppp3cc,0,-4,-4,3.184466,0,0
PPP3R1,Ppp3r1,4,0,4,13.893204,0,0
PPP3R2,Ppp3r2,5,-4,1,0,0,0
PPP4C,Ppp4c,15,-6,9,6.660194,0,0
PPP4R1,Ppp4r1,6,-7,-1,3.747573,0,0
PPP4R2,Ppp4r2,10,0,10,3.126214,0,0
PPP4R3A,Ppp4r3a,5,-5,0,11.495146,0,0
PPP4R3B,Ppp4r3b,10,-7,3,20.660194,0,0
PPP4R4,Ppp4r4,-9,0,-9,0,0,0
PPP5C,Ppp5c,7,-3,4,21.31068,0,0
PPP6C,Ppp6c,4,1,5,10.699029,0,0
PPP6R1,Ppp6r1,9,0,9,28.271845,0,0
PPP6R2,Ppp6r2,8,-8,0,0.825243,0,0
PPP6R3,Ppp6r3,8,-1,7,39.76699,0,0
PPRC1,Pprc1,-16,-1,-17,3.514563,0,0
PPT1,Ppt1,6,0,6,6.145631,0,0
PPT2,Ppt2,6,-3,3,12.893204,0,0
PPTC7,Pptc7,3,-2,1,0,0,0
PPWD1,Ppwd1,-1,-5,-6,0,0,0
PPY,Ppy,3,3,6,4.378641,0,0
PQBP1,Pqbp1,4,-1,3,0,0,0
PRADC1,Pradc1,0,-7,-7,161.194175,11.5,181
PRAF2,Praf2,4,0,4,0,0,0
PRAG1,Prag1,11,2,13,1.398058,0,0
PRAM1,Pram1,-1,-7,-8,4.436893,0,0
PRAP1,Prap1,10,0,10,0,0,0
PRB1,Prb1,1,0,1,0,0,0
PRC1,Prc1,5,-1,4,16.669903,0,0
PRCC,Prcc,6,0,6,5.864078,0,0
PRCD,Prcd,4,3,7,2.834951,0,0
PRCP,Prcp,14,-1,13,5.61165,0,0
PRDM1,Prdm1,14,5,19,3.776699,0,0
PRDM10,Prdm10,9,-1,8,65.718447,0,0
PRDM11,Prdm11,-1,-4,-5,21.757282,0,0
PRDM12,Prdm12,3,-8,-5,0,0,0
PRDM13,Prdm13,0,2,2,0,0,0
PRDM14,Prdm14,11,6,17,0,0,0
PRDM15,Prdm15,3,-10,-7,2.582524,0,0
PRDM16,Prdm16,5,-2,3,0,0,0
PRDM2,Prdm2,8,-10,-2,6.106796,0,0
PRDM4,Prdm4,9,-4,5,47.495146,0,0
PRDM5,Prdm5,2,-2,0,2.291262,0,0
PRDM6,Prdm6,19,1,20,0,0,0
PRDM8,Prdm8,-5,-8,-13,6.980583,0,0
PRDM9,Prdm9,-3,-6,-9,1.213592,0,0
PRDX1,Prdx1,7,0,7,64.359223,0,0
PRDX2,Prdx2,1,4,5,9.951456,0,0
PRDX3,Prdx3,6,-6,0,13.805825,0,0
PRDX4,Prdx4,7,-6,1,10.61165,0,0
PRDX5,Prdx5,10,-2,8,103.174757,11.583333,0
PRDX6,Prdx6,8,-5,3,29.582524,5.166667,0
PREB,Preb,0,-5,-5,4.553398,0,0
PRELID1,Prelid1,6,1,7,12.825243,0,0
PRELID2,Prelid2,0,-6,-6,5.398058,0,0
PRELID3A,Prelid3a,-5,-9,-14,11.456311,0,0
PRELID3B,Prelid3b,8,-2,6,12.980583,0,0
PRELP,Prelp,2,6,8,12.320388,0,0
PREP,Prep,2,-3,-1,9.825243,0,0
PREPL,Prepl,8,-7,1,21.893204,0,0
PREX1,Prex1,19,1,20,14.407767,0,0
PREX2,Prex2,2,-1,1,0,0,0
PRF1,Prf1,-8,0,-8,2.834951,0,0
PRG2,Prg2,6,9,15,0,0,0
PRG3,Prg3,10,1,11,0,0,0
PRG4,Prg4,4,1,5,0,0,0
