GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,miRNA-seq-up,miRNA-seq-down,miRNA-seq-all,ncRNA-seq-up,ncRNA-seq-down,ncRNA-seq-all,unchange_RNA-seq,HN5_RNA-seq,unchange_miRNA-seq,HN5_miRNA-seq,unchange_ncRNA-seq,HN5_ncRNA-seq,PRO-seq-up,PRO-seq-down,PRO-seq-all,unchange_PRO-seq,HN5_PRO-seq,Timelapse-seq-up,Timelapse-seq-down,Timelapse-seq-all,unchange_Timelapse-seq,HN5_Timelapse-seq,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,unchange_Ribo-seq,HN5_Ribo-seq,all(check),Total_HN-score
Rrbp1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Rras,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Tal2,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Apol11a,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Apol10b,6,6,169,0,0,9,0,0,2,157,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Ltbr,3,0,169,0,0,9,1,0,2,166,3,9,0,1,1,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
LTO1,3,1,169,0,1,9,0,0,2,165,2,8,-1,2,0,0,3,34,31,-3,1,0,8,7,1,0,0,20,20,0,242,-1
Furin,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,7,34,27,-7,0,0,8,8,0,0,0,20,20,0,242,-1
Aplnr,13,15,169,0,0,9,0,0,2,141,-2,9,0,2,0,0,0,34,34,0,1,0,8,7,1,0,0,20,20,0,242,-1
Apln,3,3,169,0,0,9,0,0,2,163,0,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,-1
Ly6g6e,8,6,169,0,0,9,0,0,2,155,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rps4x,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,2,7,34,25,-5,0,0,8,8,0,1,0,20,19,1,242,-1
Ly6i,9,7,169,0,0,9,0,0,2,153,2,9,0,2,0,3,6,34,25,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Aph1b,4,1,169,0,0,9,1,1,2,164,3,9,0,0,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Ly9,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Rps27rt,5,9,169,0,0,9,1,0,2,155,-4,9,0,1,1,1,0,34,33,1,1,1,8,6,0,2,1,20,17,1,242,-1
Apc,4,1,169,0,0,9,1,0,2,164,3,9,0,1,1,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Rps21,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,1,6,34,27,-5,0,0,8,8,0,1,0,20,19,1,242,-1
Chic1,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Rbm42,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Npnt,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Agfg1,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,2,20,18,-2,242,-1
Tnpo2,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Olfr824,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr827,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tnfsf10,4,2,169,0,0,9,1,0,2,163,2,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp623,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,1,0,20,19,1,242,-1
Olfr836,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr839-ps1,4,1,169,0,1,9,0,0,2,164,3,8,-1,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr843,0,0,169,0,0,9,0,0,2,169,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr846,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Cryl1,5,2,169,0,0,9,0,0,2,162,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Trav21-dv12,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tnip2,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Prkdc,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr876,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dglucy,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,8,34,26,-8,1,0,8,7,1,2,0,20,18,2,242,-1
5530400C23Rik,0,0,169,0,0,9,0,0,2,169,0,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Trav16n,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prkcz,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Dgkk,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prkch,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Csf2,8,6,169,0,0,9,0,0,2,155,2,9,0,2,0,0,5,34,29,-5,2,0,8,6,2,0,0,20,20,0,242,-1
Csf2rb,9,7,169,0,0,9,0,0,2,153,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Tnni3k,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tnp1,7,11,169,2,0,9,0,0,2,151,-4,7,2,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr806,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Crtc3,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,2,20,18,-2,242,-1
Tnfrsf10b,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Olfr715,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Tmf1,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr675,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Dnaaf5,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Cript,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,5,8,34,21,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Dmwd,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Olfr698,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr699,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,2,6,34,26,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr702,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dmrtc1a,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr713,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp605,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Prl3a1,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Crmp1,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tmtc2,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr745,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Crocc2,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp617,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr768,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prl3d3,3,5,169,0,0,9,0,0,2,161,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Trav6d-3,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
6430550D23Rik,11,7,169,0,0,9,0,0,2,151,4,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
6330411D24Rik,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp655,4,0,169,0,0,9,1,0,2,165,4,9,0,1,1,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Desi2,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
P2ry14,9,9,169,0,0,9,0,0,2,151,0,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,1,20,19,-1,242,-1
Prkcb,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prim2,1,1,169,0,0,9,0,0,2,167,0,9,0,2,0,2,2,34,30,0,0,0,8,8,0,0,1,20,19,-1,242,-1
Trav15-2-dv6-2,2,2,169,0,0,9,0,0,2,165,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Orc1,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,2,4,34,28,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Defb28,7,9,169,0,0,9,0,0,2,153,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Prex2,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,4,34,30,-4,1,0,8,7,1,0,0,20,20,0,242,-1
Osbpl3,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Defb11,8,9,169,0,0,9,0,0,2,152,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp764,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Otop3,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Defa36,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Defa35,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Otub1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Otud3,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Otud4,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Defa33,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prdm10,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Prcp,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Cst8,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Ovgp1,3,3,169,0,0,9,0,0,2,163,0,9,0,2,0,2,4,34,28,-2,1,0,8,7,1,0,0,20,20,0,242,-1
Oxct1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Prc1,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,1,0,20,19,1,242,-1
Zfp790,4,2,169,0,0,9,0,0,2,163,2,9,0,2,0,3,5,34,26,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
4930563E22Rik,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,5,34,29,-5,1,0,8,7,1,0,0,20,20,0,242,-1
Opn1mw,5,4,169,0,0,9,0,0,2,160,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Opcml,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Opa1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Dennd3,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,2,20,18,-2,242,-1
Olfr935,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr937,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr938,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr94,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr945,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
4933417A18Rik,1,3,169,0,0,9,0,0,2,165,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Csgalnact2,4,2,169,0,0,9,1,0,2,163,2,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr96,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Depdc1a,5,2,169,0,0,9,0,0,2,162,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr97,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr972,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Csnk1a1,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,2,20,17,-1,242,-1
Zfp672,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Olfr980,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Togaram1,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Prkacb,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Dek,3,0,169,0,0,9,1,0,2,166,3,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Onecut1,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Onecut3,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Csn1s2a,4,5,169,0,0,9,0,0,2,160,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Defb47,18,18,169,0,0,9,0,0,2,133,0,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Oog4,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem9b,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,1,20,18,0,242,-1
Trav7-5,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem92,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dnaja2,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Tmem203,2,1,169,1,0,9,1,0,2,166,1,8,1,1,1,0,2,34,32,-2,0,0,8,8,0,0,2,20,18,-2,242,-1
Dus1l,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,1,20,19,-1,242,-1
Prps1,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,1,4,34,29,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Cox8c,11,13,169,0,2,9,0,0,2,145,-2,7,-2,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem207,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dtx3l,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,2,5,34,27,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Tmem215,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Trbj1-3,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dthd1,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dst,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
A730046J19Rik,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Cpeb1,2,2,169,0,0,9,0,0,2,165,0,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr419,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dsg2,2,2,169,0,0,9,0,0,2,165,0,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,-1
Tmem230,4,0,169,0,1,9,0,0,2,165,4,8,-1,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Tmem231,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem236,4,6,169,0,0,9,0,0,2,159,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Cpeb3,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,9,34,25,-9,3,0,8,5,3,0,0,20,20,0,242,-1
Cplane1,15,10,169,0,0,9,0,0,2,144,5,9,0,2,0,3,8,34,23,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Olfr449,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Cplx4,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp51,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr459,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Dus4l,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Dusp11,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,1,20,19,-1,242,-1
Prpsap1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Tmem189,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr250,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Dyrk1a,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Trbj2-7,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Cox17,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,8,34,26,-8,0,0,8,8,0,6,1,20,13,5,242,-1
Dynlt3,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Aadacl4fm1,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem182,4,5,169,0,0,9,0,0,2,160,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr290,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Aadacl2fm1,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr294,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Dynap,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,1,0,20,19,1,242,-1
A930003A15Rik,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr313,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prr19,8,9,169,0,0,9,0,0,2,152,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr32,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Zfp456,11,9,169,0,0,9,0,0,2,149,2,9,0,2,0,2,7,34,25,-5,2,0,8,6,2,0,0,20,20,0,242,-1
Duxf3,4,6,169,0,0,9,0,0,2,159,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Dut,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,-1
A930009A15Rik,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Prr11,7,3,169,0,0,9,0,0,2,159,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Olfr347,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Trbj1-4,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr461,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,2,5,34,27,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem247,0,2,169,0,0,9,0,0,2,167,-2,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr474,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
9830107B12Rik,2,2,169,0,0,9,0,0,2,165,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Tmem52,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr596,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Trav7d-6,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Olfr6,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
9930111J21Rik1,12,13,169,0,0,9,0,0,2,144,-1,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,2,0,20,18,2,242,-1
Crcp,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
