GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,miRNA-seq-up,miRNA-seq-down,miRNA-seq-all,ncRNA-seq-up,ncRNA-seq-down,ncRNA-seq-all,unchange_RNA-seq,HN5_RNA-seq,unchange_miRNA-seq,HN5_miRNA-seq,unchange_ncRNA-seq,HN5_ncRNA-seq,PRO-seq-up,PRO-seq-down,PRO-seq-all,unchange_PRO-seq,HN5_PRO-seq,Timelapse-seq-up,Timelapse-seq-down,Timelapse-seq-all,unchange_Timelapse-seq,HN5_Timelapse-seq,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,unchange_Ribo-seq,HN5_Ribo-seq,all(check),Total_HN-score
Camk4,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Gm10352,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Gvin2,17,13,169,0,0,9,0,0,2,139,4,9,0,2,0,4,1,34,29,3,0,0,8,8,0,0,0,20,20,0,242,7
Slc30a1,7,3,169,0,1,9,2,0,2,159,4,8,-1,0,2,0,1,34,33,-1,1,0,8,7,1,2,0,20,18,2,242,7
H1f1,13,6,169,0,1,9,0,0,2,150,7,8,-1,2,0,1,2,34,31,-1,0,0,8,8,0,2,0,20,18,2,242,7
Ighv1-80,12,5,169,0,0,9,0,0,2,152,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Ighv1-78,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Txndc2,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,2,2,34,30,0,0,0,8,8,0,0,0,20,20,0,242,7
Ighv1-39,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Il1rl2,11,4,169,0,0,9,0,1,2,154,7,9,0,1,-1,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,7
Il1rn,12,4,169,0,0,9,0,0,2,153,8,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,7
Clca3a2,18,9,169,0,0,9,0,0,2,142,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,7
Lyz2,13,7,169,0,0,9,0,0,2,149,6,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,1,20,19,-1,242,7
Ces2g,11,2,169,0,0,9,0,0,2,156,9,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,7
Atxn1,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,2,0,20,18,2,242,7
Ltb4r2,4,2,169,0,0,9,0,0,2,163,2,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,7
Apoe,5,0,169,1,0,9,0,0,2,164,5,8,1,2,0,2,1,34,31,1,1,0,8,7,1,1,2,20,17,-1,242,7
Apoc4,18,12,169,0,0,9,0,0,2,139,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Ces2c,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Syt7,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Serpina5,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Gm21992,23,12,169,0,0,9,0,2,2,134,11,9,0,0,-2,0,2,34,32,-2,2,0,8,6,2,0,2,20,18,-2,242,7
Irs3,15,3,169,0,0,9,0,0,2,151,12,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,7
Irs2,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,7
Gdf9,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Vwce,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,7
Aplp1,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,1,0,8,7,1,0,0,20,20,0,242,7
Serpinb6b,12,7,169,0,0,9,0,0,2,150,5,9,0,2,0,0,0,34,34,0,2,0,8,6,2,0,0,20,20,0,242,7
Snorc,20,14,169,0,0,9,0,0,2,135,6,9,0,2,0,5,4,34,25,1,0,0,8,8,0,0,0,20,20,0,242,7
Ildr1,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Il7r,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Il31,10,12,169,0,0,9,0,0,2,147,-2,9,0,2,0,9,0,34,25,9,0,0,8,8,0,0,0,20,20,0,242,7
Il3,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Rps23rg1,10,5,169,0,0,9,0,0,2,154,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Gja6,14,5,169,0,0,9,0,0,2,150,9,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,7
Lyve1,11,3,169,0,0,9,0,0,2,155,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Gipc3,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Plin2,8,0,169,1,0,9,0,0,2,161,8,8,1,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,7
Sox9,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,7
Olfr1564,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,3,1,34,30,2,0,0,8,8,0,0,0,20,20,0,242,7
Nr1h3,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,7
Dppa3,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,1,0,8,7,1,0,0,20,20,0,242,7
Trim30a,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Them5,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Tmem121b,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Npas3,11,9,169,0,0,9,0,0,2,149,2,9,0,2,0,9,2,34,23,7,0,0,8,8,0,0,2,20,18,-2,242,7
Notum,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,1,0,8,7,1,0,0,20,20,0,242,7
Zfp36l1,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,7
Pramel51,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Defb2,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Qpct,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Cnfn,13,7,169,0,0,9,0,0,2,149,6,9,0,2,0,4,4,34,26,0,1,0,8,7,1,0,0,20,20,0,242,7
Efna5,3,0,169,0,0,9,1,0,2,166,3,9,0,1,1,7,2,34,25,5,0,0,8,8,0,0,2,20,18,-2,242,7
Crabp2,9,4,169,0,0,9,0,1,2,156,5,9,0,1,-1,6,3,34,25,3,0,0,8,8,0,0,0,20,20,0,242,7
Pde2a,10,12,169,0,0,9,0,0,2,147,-2,9,0,2,0,9,0,34,25,9,0,0,8,8,0,0,0,20,20,0,242,7
Traj34,0,0,169,0,0,9,0,0,2,169,0,9,0,2,0,9,2,34,23,7,0,0,8,8,0,0,0,20,20,0,242,7
Cxxc4,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Enpep,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,1,0,8,7,1,0,0,20,20,0,242,7
Ctsd,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,3,4,34,27,-1,0,0,8,8,0,1,0,20,19,1,242,7
Rab20,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,4,0,34,30,4,1,0,8,7,1,0,0,20,20,0,242,7
Aass,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Tincr,7,1,169,0,0,9,1,0,2,161,6,9,0,1,1,1,1,34,32,0,1,1,8,6,0,0,0,20,20,0,242,7
Egr4,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Xlr4a,23,14,169,0,0,9,0,0,2,132,9,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,2,20,18,-2,242,7
Phlda3,13,1,169,0,0,9,0,0,2,155,12,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,7
Olfr209,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Phkg1,5,2,169,0,0,9,2,0,2,162,3,9,0,0,2,4,1,34,29,3,0,0,8,8,0,0,1,20,19,-1,242,7
Prkab2,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,1,1,34,32,0,2,0,8,6,2,0,0,20,20,0,242,7
Defb40,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,7
Prkag3,11,2,169,0,0,9,0,0,2,156,9,9,0,2,0,1,3,34,30,-2,0,1,8,7,-1,1,0,20,19,1,242,7
Nr1h4,12,4,169,0,0,9,0,0,2,153,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Eci3,10,6,169,0,0,9,0,0,2,153,4,9,0,2,0,0,0,34,34,0,2,0,8,6,2,1,0,20,19,1,242,7
Echdc2,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,7
Myo1d,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,1,20,19,-1,242,7
Ddit3,19,10,169,0,0,9,1,0,2,140,9,9,0,1,1,2,9,34,23,-7,1,0,8,7,1,3,0,20,17,3,242,7
Epha4,3,2,169,0,0,9,0,0,2,164,1,9,0,2,0,9,3,34,22,6,0,0,8,8,0,0,0,20,20,0,242,7
Cxcl13,13,8,169,0,0,9,0,0,2,148,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Nup62cl,12,5,169,0,0,9,0,0,2,152,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Cyp2d26,10,7,169,0,0,9,0,0,2,152,3,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,7
Acmsd,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,3,3,34,28,0,0,0,8,8,0,0,0,20,20,0,242,7
Obscn,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Ybx2,9,2,169,1,0,9,0,0,2,158,7,8,1,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Zscan29,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,7
Cyp2d9,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Pramel13,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,1,0,20,19,1,242,7
Myh9,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,1,0,20,19,1,242,7
Eppin,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Ctla4,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Defa22,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Rbp1,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Defa23,12,5,169,0,0,9,0,0,2,152,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Dtx4,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,7
Cstb,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,0,0,20,20,0,242,7
Tmem210,20,14,169,0,0,9,0,1,2,135,6,9,0,1,-1,7,5,34,22,2,0,0,8,8,0,0,0,20,20,0,242,7
Tmem151b,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Tmem140,16,10,169,0,0,9,1,0,2,143,6,9,0,1,1,3,4,34,27,-1,0,0,8,8,0,1,0,20,19,1,242,7
Pcdhga2,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Olfr1251,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Rcvrn,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Cxcl10,15,10,169,0,0,9,0,0,2,144,5,9,0,2,0,4,2,34,28,2,0,0,8,8,0,0,0,20,20,0,242,7
Tmem135,7,0,169,0,0,9,1,0,2,162,7,9,0,1,1,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,7
Olfr1276,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,7
Mthfd2,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,1,20,19,-1,242,7
Olfr272,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Efr3a,4,2,169,1,1,9,0,0,2,163,2,7,0,2,0,7,2,34,25,5,0,0,8,8,0,1,1,20,18,0,242,7
Tgm2,7,1,169,0,0,9,0,1,2,161,6,9,0,1,-1,3,1,34,30,2,0,0,8,8,0,0,0,20,20,0,242,7
Tnfsf4,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Rassf5,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,2,3,34,29,-1,1,0,8,7,1,1,0,20,19,1,242,7
Tlx3,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Zhx2,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Olfr458,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,7
Rgmb,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,2,34,32,-2,2,0,8,6,2,0,0,20,20,0,242,7
Prkcq,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Proca1,10,3,169,0,0,9,1,0,2,156,7,9,0,1,1,1,4,34,29,-3,2,0,8,6,2,0,0,20,20,0,242,7
Plet1,14,6,169,0,0,9,0,0,2,149,8,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,7
6430628N08Rik,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,7
Prodh2,17,11,169,1,0,9,1,0,2,141,6,8,1,1,1,0,3,34,31,-3,0,0,8,8,0,2,0,20,18,2,242,7
Cym,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Ctss,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Ctsh,6,2,169,0,0,9,0,0,2,161,4,9,0,2,0,2,0,34,32,2,1,0,8,7,1,0,0,20,20,0,242,7
Tmprss9,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,7
Prop1,12,13,169,0,0,9,0,0,2,144,-1,9,0,2,0,7,0,34,27,7,1,0,8,7,1,0,0,20,20,0,242,7
Olfr523,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,6,0,34,28,6,0,0,8,8,0,0,0,20,20,0,242,7
Col4a1,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,2,2,34,30,0,0,0,8,8,0,1,0,20,19,1,242,7
Tle5,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,3,3,34,28,0,0,0,8,8,0,1,0,20,19,1,242,7
Rhbdl1,9,8,169,0,0,9,1,0,2,152,1,9,0,1,1,3,4,34,27,-1,5,0,8,3,5,1,0,20,19,1,242,7
Trhr2,6,2,169,0,0,9,0,0,2,161,4,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,7
Ets2,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,7
Plekhf1,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,4,3,34,27,1,0,0,8,8,0,0,0,20,20,0,242,7
Olfr922,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,7
Creg1,7,0,169,0,0,9,1,0,2,162,7,9,0,1,1,0,1,34,33,-1,2,0,8,6,2,0,2,20,18,-2,242,7
Trgv5,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,7
Trim40,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,7
Rasd1,17,5,169,0,0,9,0,0,2,147,12,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,7
Nsg2,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Sprr2g,10,5,169,0,0,9,0,0,2,154,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Ass1,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,6
Kcnip2,15,6,169,0,0,9,0,0,2,148,9,9,0,2,0,0,2,34,32,-2,0,1,8,7,-1,0,0,20,20,0,242,6
Gpd1,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Galnt15,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Dcaf8l,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Srsf12,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Ptprn2,7,3,169,0,0,9,0,0,2,159,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Tldc2,21,12,169,0,0,9,0,0,2,136,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,6
Gm21671,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Nrp1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,3,3,34,28,0,0,0,8,8,0,0,0,20,20,0,242,6
Trav12-1,11,6,169,0,0,9,0,0,2,152,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Gm29735,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Pcdha11,11,6,169,0,0,9,0,0,2,152,5,9,0,2,0,0,0,34,34,0,1,0,8,7,1,0,0,20,20,0,242,6
Trgc3,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Calml4,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,2,4,34,28,-2,5,1,8,2,4,0,3,20,17,-3,242,6
Fgf1,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
H2-Ob,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Acoxl,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,3,1,34,30,2,0,0,8,8,0,0,0,20,20,0,242,6
Vcl,4,0,169,1,0,9,2,0,2,165,4,8,1,0,2,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,6
Nt5c1a,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
St13,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,2,2,34,30,0,0,0,8,8,0,3,0,20,17,3,242,6
Kcnq1,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,3,2,34,29,1,0,0,8,8,0,0,0,20,20,0,242,6
Fchsd1,4,0,169,0,0,9,1,0,2,165,4,9,0,1,1,6,5,34,23,1,1,1,8,6,0,0,0,20,20,0,242,6
Kctd12,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Adgrf2,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ptgs2,12,2,169,0,0,9,0,0,2,155,10,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,6
Adgrf1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Kctd19,11,8,169,0,1,9,0,0,2,150,3,8,-1,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,6
Adgrg1,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,2,5,34,27,-3,0,0,8,8,0,1,1,20,18,0,242,6
Pecam1,8,4,169,0,0,9,0,0,2,157,4,9,0,2,0,2,1,34,31,1,0,0,8,8,0,1,0,20,19,1,242,6
Cd209b,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Rtl8a,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,0,0,34,34,0,0,0,8,8,0,2,1,20,17,1,242,6
Trbv13-1,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
2610528J11Rik,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ptgds,10,6,169,0,1,9,0,0,2,153,4,8,-1,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Tbx1,8,4,169,0,0,9,0,0,2,157,4,9,0,2,0,1,0,34,33,1,1,0,8,7,1,0,0,20,20,0,242,6
H2ac13,23,16,169,0,0,9,1,0,2,130,7,9,0,1,1,5,6,34,23,-1,0,0,8,8,0,1,2,20,17,-1,242,6
H2ac12,21,15,169,0,0,9,0,0,2,133,6,9,0,2,0,5,6,34,23,-1,0,0,8,8,0,2,1,20,17,1,242,6
Sprr2a3,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Sds,7,4,169,0,0,9,0,0,2,158,3,9,0,2,0,5,2,34,27,3,0,0,8,8,0,0,0,20,20,0,242,6
Tmc8,11,3,169,0,0,9,0,0,2,155,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Chek1,12,3,169,0,0,9,0,1,2,154,9,9,0,1,-1,4,6,34,24,-2,0,0,8,8,0,1,1,20,18,0,242,6
Sbno2,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,4,0,20,16,4,242,6
S100z,23,18,169,0,0,9,0,0,2,128,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Foxd4,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Dbf4,6,1,169,0,0,9,1,0,2,162,5,9,0,1,1,0,1,34,33,-1,0,0,8,8,0,2,1,20,17,1,242,6
Cartpt,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Chrm1,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Slc38a8,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Tpd52l1,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,6
Pde11a,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,4,3,34,27,1,0,0,8,8,0,0,0,20,20,0,242,6
Lancl3,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,1,34,33,-1,1,0,8,7,1,0,0,20,20,0,242,6
Vps37d,7,1,169,0,0,9,1,0,2,161,6,9,0,1,1,0,2,34,32,-2,1,0,8,7,1,0,0,20,20,0,242,6
Lims2,9,2,169,0,0,9,0,1,2,158,7,9,0,1,-1,4,5,34,25,-1,1,0,8,7,1,0,0,20,20,0,242,6
Trdv4,20,14,169,0,0,9,0,0,2,135,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ppara,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Slc4a1,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
